17.0251 12.721 10.0926 8.33855 7.09179 6.16431 5.45062 4.88724 4.43376 4.06332 3.75742 3.50299 3.29055 3.11314 2.96555 2.84391 2.74531 2.66761 2.60926 2.56927 2.54705 2.5425 2.55588 2.58796 2.63998 2.71384 2.81217 2.93864 3.09826 3.29793 3.54729 3.86006 4.25623 4.76596 5.43674 6.34755 7.6393 9.58712 12.792 0 40 
27.2402 20.3536 16.1482 13.3417 11.3469 9.86289 8.721 7.81959 7.09402 6.50131 6.01188 5.60479 5.26488 4.98102 4.74488 4.55026 4.3925 4.26817 4.17482 4.11082 4.07529 4.06799 4.08941 4.14073 4.22398 4.34215 4.49948 4.70183 4.95721 5.27668 5.67567 6.1761 6.80997 7.62554 8.69879 10.1561 12.2229 15.3394 20.4672 30 40 
31.5822 25.305 20.8049 17.5332 15.0913 13.2196 11.7511 10.5763 9.62165 8.83628 8.18427 7.63968 7.18348 6.80148 6.48303 6.22009 6.00661 5.83811 5.71138 5.62428 5.57563 5.56513 5.59338 5.66192 5.77337 5.9316 6.14208 6.41226 6.75234 7.17618 7.70284 8.35892 9.1822 10.2276 11.5769 13.3552 15.7568 19.0804 23.7374 30 40 
33.7837 28.4794 24.2333 20.8952 18.2656 16.1732 14.4877 13.1132 11.9803 11.0382 10.2496 9.58659 9.0283 8.55884 8.16613 7.84092 7.57621 7.36676 7.2088 7.09979 7.03832 7.02401 7.05754 7.14067 7.27643 7.46926 7.72538 8.05321 8.46409 8.97319 9.6009 10.3748 11.3326 12.5259 14.0263 15.9312 18.3688 21.4883 25.402 30 40 
35.0732 30.5958 26.7539 23.5488 20.9028 18.7204 16.9135 15.4089 14.1486 13.0872 12.1898 11.4293 10.7848 10.24 9.78229 9.40184 9.09115 8.84454 8.65788 8.52838 8.45446 8.43566 8.47268 8.5674 8.723 8.94419 9.23749 9.61161 10.0781 10.652 11.3532 12.2072 13.2477 14.5175 16.0714 17.9748 20.299 23.102 26.3823 30 40 
35.9133 32.0768 28.638 25.6435 23.0768 20.8925 19.0374 17.4609 16.1183 14.9727 13.9936 13.1566 12.4422 11.8348 11.3219 10.8937 10.5427 10.2631 10.0505 9.90215 9.81622 9.79224 9.83086 9.93395 10.1047 10.3477 10.6694 11.0783 11.5852 12.2042 12.953 13.8537 14.9337 16.2256 17.7671 19.5977 21.7508 24.2384 27.0252 30 40 
36.5035 33.16 30.078 27.3107 24.8686 22.7357 20.8834 19.2793 17.8917 16.6922 15.6559 14.7621 13.9935 13.3358 12.7775 12.3093 11.9238 11.6155 11.3799 11.2143 11.1169 11.0871 11.1254 11.2337 11.4148 11.6733 12.0149 12.4475 12.9809 13.6272 14.4015 15.3215 16.4081 17.6844 19.1742 20.8983 22.8683 25.0757 27.4802 30 40 
36.9406 33.9821 31.2034 28.6531 26.3516 24.2986 22.4817 20.8817 19.4778 18.2491 17.1766 16.2433 15.4347 14.7383 14.1439 13.643 13.2288 12.896 12.6404 12.4593 12.351 12.3147 12.3511 12.4615 12.6487 12.9165 13.2703 13.7168 14.2644 14.9231 15.7049 16.6234 17.6934 18.9302 20.3472 21.9535 23.7484 25.7162 27.82 30 40 
37.277 34.6244 32.1007 29.7472 27.5864 25.6261 23.8635 22.2888 20.8893 19.6507 18.5588 17.6007 16.7645 16.0398 15.4178 14.8911 14.4535 14.1003 13.8275 13.6327 13.514 13.4709 13.5037 13.6136 13.8028 14.0748 14.434 14.886 15.4375 16.0966 16.8723 17.7743 18.8126 19.9962 21.3315 22.8203 24.4559 26.2209 28.0838 30 40 
37.5433 35.1378 32.8283 30.6488 28.6211 26.7566 25.0579 23.5216 22.1407 20.9063 19.8083 18.8373 17.9838 17.2398 16.5977 16.0512 15.5952 15.2252 14.938 14.731 14.6028 14.5525 14.5804 14.6874 14.8754 15.1471 15.506 15.9565 16.504 17.1544 17.9141 18.7897 19.7871 20.9109 22.163 23.5405 25.0345 26.6278 28.2944 30 40 
37.7583 35.5555 33.4263 31.3989 29.4933 27.7219 26.0905 24.5997 23.2467 22.0262 20.932 19.9572 19.095 18.3389 17.683 17.1222 16.6521 16.2688 15.9695 15.752 15.6148 15.5573 15.5793 15.6816 15.8656 16.1333 16.4874 16.9313 17.4687 18.1039 18.841 19.684 20.6359 21.6981 22.8694 24.1447 25.514 26.9617 28.466 30 40 
37.9346 35.8996 33.9228 32.0276 30.2318 28.548 26.9833 25.541 24.2209 23.021 21.9374 20.9658 20.1012 19.3391 18.6747 18.104 17.6234 17.2298 16.9206 16.6941 16.5487 16.4838 16.4993 16.5955 16.7733 17.0343 17.3803 17.8136 18.3368 18.9524 19.6629 20.4702 21.3751 22.3769 23.4723 24.6552 25.9156 27.2392 28.6079 30 40 
38.0807 36.1859 34.3381 32.5572 30.8591 29.2555 27.7545 26.3608 25.0761 23.9004 22.8321 21.8684 21.0065 20.2428 19.5741 18.9972 18.5093 18.1079 17.7908 17.5564 17.4036 17.3316 17.3401 17.4292 17.5994 17.8517 18.1872 18.6073 19.1135 19.7071 20.389 21.1597 22.0183 22.9627 23.9884 25.0888 26.2542 27.472 28.7265 30 40 
38.2026 36.4253 34.687 33.0047 31.3923 29.8612 28.4194 27.0724 25.8234 24.6737 23.6232 22.6708 21.8148 21.053 20.3832 19.803 19.3103 18.9032 18.5798 18.3389 18.1794 18.1005 18.1018 18.1833 18.345 18.5873 18.9109 19.3163 19.8041 20.3746 21.0276 21.7622 22.5767 23.4678 24.4305 25.4579 26.5409 27.6682 28.8262 30 40 
38.3045 36.6259 34.9804 33.3826 31.8451 30.3783 28.9904 27.6871 26.4725 25.349 24.3175 23.3782 22.5303 21.7728 21.1042 20.5229 20.0275 19.6163 19.2881 19.0418 18.8763 18.7909 18.7851 18.8587 19.0114 19.2432 19.5542 19.9443 20.4133 20.9607 21.5855 22.2859 23.0594 23.902 24.8085 25.772 26.7838 27.8338 28.9102 30 40 
38.3896 36.7937 35.2265 33.7007 32.2278 30.8175 29.4776 28.2142 27.0318 25.9335 24.9211 23.9955 23.157 22.4053 21.7395 21.1587 20.662 20.2483 19.9164 19.6656 19.4948 19.4034 19.3909 19.4567 19.6004 19.8216 20.12 20.4949 20.9455 21.4707 22.0689 22.7377 23.4739 24.2732 25.1302 26.0382 26.989 27.9734 28.9808 30 40 
